,image,num_nuclei,num_chromosomes,num_ecDNA,context_message
943,665.tif,2,0,0,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
944,666.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
945,667.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
946,668.tif,2,0,0,"['{""ecDNA"": 4}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 2\n}']"
947,669.tif,0,20,9,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
948,670.tif,1,25,9,"['{""ecDNA"": 2}', '{\n  ""count"": 3\n}', '{""ecDNA_count"":2}']"
949,672.tif,3,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
950,673.tif,2,11,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 0}']"
951,674.tif,0,15,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
952,675.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
953,676.tif,7,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
954,677.tif,5,0,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
955,678.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
956,679.tif,2,1,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA_count"": 2}']"
957,68.tif,0,2,6,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA_count"": 2\n}']"
958,680.tif,4,0,0,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
959,681.tif,5,0,0,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
960,682.tif,3,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
961,683.tif,3,2,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
962,684.tif,2,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
963,685.tif,2,4,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 10\n}']"
964,686.tif,4,2,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
965,687.tif,3,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
966,688.tif,3,26,18,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
967,689.tif,1,24,20,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
968,69.tif,0,8,17,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 1\n}']"
969,690.tif,2,6,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
970,691.tif,3,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
971,692.tif,2,0,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
972,693.tif,1,1,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
973,694.tif,1,4,3,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 3\n}', '{""ecDNA_count"": 3}']"
974,695.tif,4,1,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
975,696.tif,5,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
976,697.tif,1,0,0,"['{\n""ecDNA_count"": 1000\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA_count"": 2}']"
977,699.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 2\n}']"
978,7.tif,2,0,1,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
979,70.tif,0,4,13,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
980,700.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}']"
981,701.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
982,702.tif,3,0,0,"['{""ecDNA"": 5}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 2\n}']"
983,703.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
984,704.tif,2,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 2\n}', '{""ecDNA"": 2}']"
985,705.tif,1,0,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
986,706.tif,3,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
987,707.tif,4,1,0,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
988,708.tif,1,0,0,"['{""ecDNA"": 3}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
989,709.tif,0,39,65,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
990,710.tif,1,18,25,"['{""ecDNA"": 3}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 2\n}']"
991,711.tif,4,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
992,712.tif,2,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
993,713.tif,1,8,8,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 0\n}']"
994,714.tif,1,2,4,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
995,715.tif,3,2,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
996,716.tif,4,0,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
997,717.tif,2,0,0,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
998,718.tif,2,0,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
999,719.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
1000,72.tif,0,7,15,"['{""ecDNA"": 3}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1001,720.tif,2,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 3}']"
1002,721.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1003,724.tif,2,1,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1004,725.tif,1,0,0,"['{\n""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
1005,726.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1006,727.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 0}']"
1007,728.tif,2,13,2,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1008,729.tif,0,37,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
1009,73.tif,0,19,33,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}']"
1010,730.tif,2,0,0,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1011,731.tif,2,2,0,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 1\n}']"
1012,732.tif,2,3,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
1013,733.tif,1,10,1,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
1014,736.tif,1,0,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{\n""ecDNA"": 3\n}']"
1015,737.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1016,74.tif,0,11,27,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{""ecDNA"": 2}']"
1017,740.tif,1,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 2\n}', '{""ecDNA"": 3}']"
1018,741.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1019,742.tif,2,0,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
1020,743.tif,4,0,4,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 1\n}']"
1021,744.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
1022,745.tif,1,1,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
1023,746.tif,1,6,1,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
1024,747.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 2\n}', '{""ecDNA"": 1}']"
1025,748.tif,1,0,0,"['{""ecDNA_count"":3}', '{\n  ""count"": 10\n}', '{\n  ""ecDNA"": 3\n}']"
1026,749.tif,1,31,9,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1027,750.tif,0,13,2,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 2\n}']"
1028,751.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{""ecDNA"": 1}']"
1029,753.tif,2,9,3,"['{""ecDNA_count"":3}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA_count"": 0\n}']"
1030,754.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
1031,755.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1032,756.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA_count"": 2\n}']"
1033,757.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
1034,758.tif,2,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1035,759.tif,1,0,0,"['{""ecDNA_count"": 3}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1036,76.tif,13,0,9,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1037,760.tif,2,1,2,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1038,761.tif,2,0,0,"['{\n""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
1039,762.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 1\n}']"
1040,764.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{""ecDNA_count"": 0}']"
1041,765.tif,2,0,0,"['{""ecDNA"": 5}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 10\n}']"
1042,766.tif,4,2,0,"['{""ecDNA"": 4}', '{\n  ""ecDNA_count"": 3\n}', '{""ecDNA"": 0}']"
1043,767.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1044,768.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1045,769.tif,1,45,14,"['{""ecDNA_count"":3}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 1\n}']"
1046,77.tif,1,9,11,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1047,770.tif,2,9,3,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
1048,771.tif,6,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
1049,773.tif,0,11,11,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
1050,774.tif,1,10,2,"['{\n""ecDNA"": 0\n}', '{\n  ""count"": 3\n}', '{\n""ecDNA"": 2\n}']"
1051,775.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 1\n}']"
1052,777.tif,0,2,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
1053,779.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1054,78.tif,0,3,1,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
1055,780.tif,1,0,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 3\n}', '{\n""ecDNA"": 3\n}']"
1056,782.tif,2,3,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1057,783.tif,2,1,0,"['{\n""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1058,784.tif,2,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 2\n}']"
1059,785.tif,1,3,0,"['{\n""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1060,786.tif,2,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1061,787.tif,2,2,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{""ecDNA"": 2}']"
1062,788.tif,1,1,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1063,789.tif,1,16,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}']"
1064,790.tif,1,11,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
1065,791.tif,2,2,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n""ecDNA"": 2\n}']"
1066,792.tif,0,6,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
1067,793.tif,1,19,1,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
1068,794.tif,0,10,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1069,795.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1070,796.tif,1,0,0,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}']"
1071,8.tif,4,0,2,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 1\n}']"
1072,800.tif,3,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1073,801.tif,1,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 10\n}']"
1074,802.tif,2,0,0,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
1075,803.tif,1,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1076,804.tif,2,0,0,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA_count"": 2\n}']"
1077,805.tif,1,1,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1078,806.tif,0,2,3,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1079,807.tif,1,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}']"
1080,808.tif,2,0,0,"['{""ecDNA_count"": 1}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1081,809.tif,1,8,16,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
1082,810.tif,0,9,8,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
1083,811.tif,1,0,0,"['{""ecDNA"": 3}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1084,812.tif,2,0,0,"['{""ecDNA"": 0}', '{\n  ""count"": 1\n}', '{""ecDNA"": 0}']"
1085,813.tif,2,18,24,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1086,814.tif,0,12,8,"['{""ecDNA"": 2}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1087,816.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}']"
1088,817.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1089,819.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1090,820.tif,3,0,0,"['{""ecDNA"": 5}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
1091,821.tif,1,2,7,"['{""ecDNA"": 2}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1092,822.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1093,823.tif,2,0,5,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1094,824.tif,1,0,1,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1095,825.tif,1,7,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1096,826.tif,2,2,0,"['{""ecDNA_count"": 3}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
1097,827.tif,2,3,2,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
1098,828.tif,0,14,12,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
1099,829.tif,0,25,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""count"": 3\n}', '{""ecDNA"": 0}']"
1100,830.tif,0,8,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
1101,831.tif,1,1,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
1102,832.tif,0,2,9,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1103,833.tif,2,10,2,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
1104,834.tif,1,3,3,"['{""ecDNA"": 5}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}']"
1105,835.tif,2,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 1\n}']"
1106,837.tif,0,1,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 1\n}']"
1107,838.tif,1,2,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1108,839.tif,1,0,0,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 0\n}']"
1109,84.tif,0,3,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1110,845.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1111,849.tif,1,1,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA_count"": 1\n}']"
1112,85.tif,0,4,11,"['{\n  ""ecDNA"": 5\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
1113,853.tif,3,7,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1114,854.tif,1,13,2,"['{""ecDNA"": 3}', '{\n  ""count"": 0\n}', '{\n""ecDNA"": 0\n}']"
1115,858.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1116,86.tif,1,0,2,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
1117,863.tif,1,0,0,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
1118,869.tif,0,13,3,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
1119,87.tif,1,0,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
1120,870.tif,0,18,2,"['{""ecDNA"": 5}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1121,871.tif,0,5,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
1122,873.tif,0,12,7,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1123,874.tif,0,7,1,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
1124,88.tif,0,18,34,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 10\n}', '{""ecDNA"": 1}']"
1125,883.tif,1,0,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
1126,889.tif,0,9,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{""ecDNA"": 2}']"
1127,89.tif,0,24,35,"['{\n""ecDNA"": 2\n}', '{\n  ""count"": 3\n}', '{\n  ""ecDNA_count"": 2\n}']"
1128,890.tif,0,4,2,"['{""ecDNA"": 2}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
1129,891.tif,0,1,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""count"": 1\n}', '{\n""ecDNA_count"": 2\n}']"
1130,892.tif,0,4,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1131,893.tif,0,30,12,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
