,image,num_nuclei,num_chromosomes,num_ecDNA,agg_results
411,1835.tif,1,0,0,"['{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
412,1836.tif,2,0,3,"['```json\n{\n  ""ecDNA"": {\n    ""count"": 3,\n    ""description"": ""Circular structures in cell images.""\n  }\n}\n```', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}']"
413,1837.tif,1,1,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
414,1840.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 100\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n""ecDNA"": 3\n}']"
415,1841.tif,1,1,0,"['{\n""ecDNA"": 0\n}', '{""ecDNA"":3}', '{\n""ecDNA"": {\n""number"": 3\n}\n}', '{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
416,1845.tif,0,10,2,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}']"
417,1846.tif,0,7,4,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 4\n}', '{\n""ecDNA"": 0\n}']"
418,1848.tif,0,1,1,"['```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"":2}', '```json\n[3]\n```']"
419,1849.tif,0,27,11,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}']"
420,185.tif,0,9,26,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
421,1850.tif,0,30,9,"['{\n    ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}']"
422,1853.tif,0,7,5,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 3\n}']"
423,1854.tif,0,7,8,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
424,1858.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 0\n}']"
425,186.tif,0,11,30,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 1\n}']"
426,1865.tif,0,5,8,"['{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```']"
427,1868.tif,0,7,1,"['{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n    ""ecDNA"": 5\n}']"
428,1869.tif,0,30,21,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n""ecDNA"": 5\n}']"
429,187.tif,1,0,2,"['{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
430,1870.tif,0,14,14,"['{""ecDNA"": 3}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}']"
431,1872.tif,0,4,1,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
432,1873.tif,0,14,5,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
433,1874.tif,0,7,5,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '```json\n[\n    4\n]\n```', '{\n""ecDNA"": 2\n}', '{\n    ""ecDNA"": {\n        ""count"": 5\n    }\n}']"
434,1875.tif,1,0,1,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
435,1877.tif,1,0,0,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": {\n        ""value"": 10\n    }\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}']"
436,1879.tif,1,0,1,"['{""ecDNA"":2}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}']"
437,188.tif,0,18,40,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
438,1886.tif,0,3,0,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": {\n""count"": 1\n}\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 4\n}', '{\n  ""ecDNA"": 0\n}']"
439,1888.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA_count"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
440,1889.tif,0,8,5,"['{""ecDNA_count"":2}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
441,189.tif,0,25,96,"['{""ecDNA"": 0}', '{\n    ""ecDNA"": 1\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 5}']"
442,1890.tif,0,30,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": {\n""count"": 3\n}\n}']"
443,1891.tif,0,6,1,"['{""ecDNA"": 0}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
444,1893.tif,0,9,2,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA_count"": 3}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '```json\n[3]\n```']"
445,1894.tif,1,17,1,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n    ""ecDNA"": 3\n}']"
446,1895.tif,1,1,0,"['{\n  ""ecDNA"": {\n    ""count"": 2,\n    ""description"": ""Circular structures in cell images.""\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}']"
447,1898.tif,2,0,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA_count"": 3\n}', '{\n""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}', '{""ecDNA"": 1}']"
448,1899.tif,2,0,0,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 100\n}', '{\n  ""ecDNA"": 0\n}']"
449,19.tif,5,0,0,"['{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 3\n}']"
450,190.tif,0,28,88,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
451,1901.tif,1,0,0,"['```json\n[2]\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{\n    ""ecDNA"": 3\n}']"
452,1902.tif,1,0,0,"['{\n  ""ecDNA"": {\n    ""count"": 1234567890\n  }\n}', '```json\n[5]\n```', '{""ecDNA_count"": 0}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
453,1909.tif,0,23,6,"['{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
454,191.tif,1,4,33,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 4\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
455,1910.tif,0,20,12,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
456,1911.tif,0,0,0,"['{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 0\n}']"
457,1913.tif,0,19,14,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": {\n    ""count"": 5\n  }\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 1\n}']"
458,1914.tif,0,35,10,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": {\n    ""total"": 2,\n    ""found"": true\n  }\n}', '{\n    ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 5\n}', '```json\n[5]\n```']"
459,1915.tif,1,0,0,"['```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
460,1919.tif,1,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 5\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 2\n}']"
461,192.tif,0,34,56,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}']"
462,1922.tif,1,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}']"
463,1923.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
464,1927.tif,1,0,0,"['```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 2\n}']"
465,1929.tif,0,31,5,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}']"
466,193.tif,0,22,117,"['{\n  ""ecDNA"": 1\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{""ecDNA_count"":2}', '{""ecDNA"": 3}', '{\n    ""ecDNA"": 2\n}']"
467,1930.tif,10,42,5,"['{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '```json\n[3]\n```']"
468,1933.tif,0,10,3,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```']"
469,1934.tif,0,14,1,"['{\n  ""ecDNA_count"": 4\n}', '{""ecDNA_count"": 0}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
470,194.tif,0,37,103,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
471,1949.tif,0,11,9,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": {\n""count"": 25\n}\n}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 5\n}']"
472,195.tif,0,40,63,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": {\n    ""count"": 425\n  }\n}\n```', '{\n  ""ecDNA"": 5\n}']"
473,1950.tif,0,28,17,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 3\n}']"
474,1951.tif,3,0,0,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{""ecDNA_count"": 5}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 1\n}']"
475,1953.tif,0,0,5,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
476,1954.tif,0,10,7,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}']"
477,1955.tif,1,0,0,"['{\n""ecDNA"": 5\n}', '{""ecDNA"": 0}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 4,\n""nuclei"": 1,\n""chromosomes"": 10\n}', '{\n""ecDNA"": 0\n}']"
478,196.tif,0,11,21,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
479,1969.tif,0,15,14,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
480,197.tif,0,19,56,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}']"
481,1970.tif,0,14,8,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1234567890\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 1\n}']"
482,1973.tif,0,20,5,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
483,1974.tif,0,23,10,"['{\n  ""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}\n```', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 1\n}']"
484,198.tif,0,38,89,"['{\n    ""ecDNA"": 3\n}', '{\n""ecDNA"": 1\n}', '{\n    ""ecDNA"": 5\n}', '{""ecDNA"": 1}', '{""ecDNA"": 2}']"
485,1982.tif,1,0,0,"['```json\n[5]\n```', '{\n  ""ecDNA"": 5\n}', '{""ecDNA"":2}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
486,1983.tif,2,0,2,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}']"
487,1985.tif,1,0,2,"['{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}']"
488,1986.tif,1,0,3,"['{\n  ""ecDNA"": {\n    ""number"": 3\n  }\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '{\n    ""ecDNA"": 123\n}']"
489,1987.tif,2,0,1,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 50\n}', '```json\n{\n  ""ecDNA"": {\n    ""count"": 30\n  }\n}\n```', '{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}']"
490,1988.tif,1,1,2,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n    ""ecDNA"": 0\n}']"
491,199.tif,0,17,42,"['{\n  ""ecDNA_count"": 2\n}', '{\n  ""ecDNA"": 5\n}', '```json\n[3]\n```', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 4\n}']"
492,1990.tif,0,29,14,"['{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA_count"": 3\n}\n```', '{\n  ""ecDNA"": 3\n}']"
493,1991.tif,0,12,4,"['{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 0\n}']"
494,1992.tif,1,0,2,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{""ecDNA_count"":3}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
495,1994.tif,0,12,8,"['{\n""ecDNA"": 0\n}', '```json\n[\n    3\n]\n```', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA_count"": 3\n}']"
496,1995.tif,0,8,3,"['{""ecDNA"": 0}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}']"
497,2.tif,4,0,0,"['{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""total"": 5,\n    ""connected_components"": [\n      {\n        ""region"": {\n          ""bbox"": [0, 0, 200, 20],\n          ""area"": 5\n        }\n      }\n    ]\n  }\n}', '{\n""ecDNA"": 3\n}']"
498,2006.tif,0,3,2,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 20\n}', '{""ecDNA"": 5}']"
499,2009.tif,0,25,24,"['{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 3\n}']"
500,201.tif,1,1,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
501,2010.tif,0,34,62,"['{\n  ""ecDNA"": 10\n}', '{\n    ""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{""ecDNA"": 5}', '{\n    ""ecDNA"": 3\n}']"
502,2013.tif,0,7,8,"['```json\n[3]\n```', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
503,2014.tif,0,15,25,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 5\n}', '{""ecDNA"": 3}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 3\n}']"
504,202.tif,1,0,0,"['{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
505,2021.tif,1,0,0,"['```json\n[5]\n```', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n  ""ecDNA"": 3\n}']"
506,2022.tif,2,1,6,"['{\n    ""ecDNA"": 0\n}', '```json\n{\n""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}']"
507,2029.tif,0,5,7,"['{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
508,203.tif,1,0,0,"['{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10000\n}']"
509,2030.tif,0,23,18,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 3\n}']"
510,2031.tif,1,0,1,"['{\n  ""ecDNA"": 1\n}', '{\n    ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 2}']"
511,2033.tif,0,6,1,"['```json\n[0]\n```', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']"
512,2034.tif,0,40,12,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1234567890\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
513,2035.tif,1,1,2,"['{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}']"
514,2040.tif,1,0,0,"['{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 100\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 4\n}']"
515,2041.tif,3,0,0,"['{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 0\n}']"
516,2042.tif,3,0,0,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}', '```json\n[1]\n```', '```json\n[3]\n```', '{""ecDNA"": 2}']"
517,2045.tif,1,0,0,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{""ecDNA"": 2}']"
518,2046.tif,2,0,5,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
519,2047.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": {\n        ""number"": 0\n    }\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}']"
520,2049.tif,0,16,24,"['{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
521,205.tif,2,4,1,"['{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": {\n    ""count"": 3\n}\n}', '{""ecDNA"": 2}']"
522,2050.tif,0,36,51,"['{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 20\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": {\n""count"": 0\n}\n}', '{""ecDNA"": 0}']"
523,2051.tif,1,3,9,"['{\n  ""ecDNA"": 5\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{""ecDNA"": 3}', '```json\n[5]\n```', '{\n  ""ecDNA"": 5\n}']"
524,2053.tif,0,8,20,"['{\n  ""ecDNA"": 3\n}', '```json\n[{""ecDNA"": 3}]\n```', '{\n  ""ecDNA_count"": 3\n}', '{\n    ""ecDNA"": 3\n}', '{""ecDNA"": 2}']"
525,2054.tif,1,19,55,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}']"
526,2055.tif,1,1,3,"['{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
527,206.tif,1,2,14,"['{\n    ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}']"
