,image,num_nuclei,num_chromosomes,num_ecDNA,n_shot,temp_adj,agg_results,multi_layer
153,1309.tif,1,8,16,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 79\n}', '{\n  ""ecDNA"": 6\n}']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","```json
{
  ""ecDNA"": 10
}
```"
154,131.tif,0,5,17,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 17\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 13\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","{
  ""ecDNA"": 5
}"
155,1310.tif,0,11,20,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 6\n}', '{\n  ""ecDNA"": 50\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{""ecDNA_count"": 0}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","```json
{
  ""ecDNA"": 1
}
```"
156,1313.tif,0,20,20,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 0}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","I'm sorry, but I cannot provide the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA in the image."
157,1314.tif,0,16,19,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 55\n}', '{\n  ""ecDNA"": 17\n}']","['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 5\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA in the image."
158,1320.tif,1,0,2,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 22\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","I'm sorry, but I cannot provide an answer without a specific image. Please upload the image so I can analyze it and provide the number of ecDNA in the image."
159,1325.tif,0,3,4,"['{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 83\n}\n```', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 6\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '```json\n{""ecDNA"": 5}\n```']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": {
    ""count"": 1
  }
}"
160,1326.tif,1,1,2,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 1\n}\n```', '{\n  ""ecDNA"": 51\n}', '```json\n[1]\n```']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 10\n  }\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","```json
{
  ""ecDNA"": 2
}
```"
161,1327.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 1\n}\n```', '{\n  ""ecDNA"": 44\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","{
  ""ecDNA"": 10
}"
162,1328.tif,2,0,2,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 9\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']",I'm unable to provide the number of ecDNA in the image as it is not provided. Please provide more information about the image or the ecDNA patterns you are referring to.
163,1329.tif,0,24,15,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 7\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{""ecDNA_count"": 1}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","{
    ""ecDNA"": 5
}"
164,133.tif,0,18,26,"['{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 1\n}\n```', '{\n  ""ecDNA"": 19\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 5}', '{""ecDNA"": 0}', '{""ecDNA"": 2}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","{
  ""ecDNA"": 10
}"
165,1330.tif,0,19,19,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","{
  ""ecDNA"": 2
}"
166,1332.tif,4,0,2,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{""ecDNA"": 3}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the ecDNA count or the number of ecDNA you are referring to."
167,1333.tif,6,19,15,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 12\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 5}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA you are referring to."
168,1334.tif,0,5,7,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 8\n}\n```', '{\n  ""ecDNA"": 24\n}', '```json\n[15]\n```']","['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 5}', '```json\n{\n  ""ecDNA"": 5\n}\n```']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the image or the number of ecDNA you are referring to."
169,1336.tif,5,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 14\n}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA you are referring to."
170,1337.tif,2,0,4,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 12\n}', '{\n  ""ecDNA"": 4\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n""ecDNA"": 3\n}\n```']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": 0
}"
171,134.tif,0,15,20,"['{\n  ""ecDNA"": 3\n}', '```json\n[8]\n```', '{\n  ""ecDNA"": 7\n}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{""ecDNA"": 5}', '```json\n[5]\n```']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","{
  ""ecDNA"": 0
}"
172,1341.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","```json
{
  ""ecDNA"": 1
}
```"
173,1342.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}']","['{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the ecDNA and the image."
174,1345.tif,2,0,3,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 28\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": 0
}"
175,1346.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 0\n}', '```json\n[6]\n```']","['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA you are referring to."
176,1349.tif,0,24,20,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 15\n}', '```json\n[12]\n```']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 2\n  }\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": 4
}"
177,135.tif,0,8,24,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 10\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","{
""ecDNA"": 1
}"
178,1350.tif,0,17,33,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 15\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 5}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the image or the number of ecDNA you are referring to."
179,1352.tif,6,0,5,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 20\n}', '{\n  ""ecDNA"": 5\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA you are referring to."
180,1353.tif,0,22,22,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 6\n}', '```json\n[8]\n```']","['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 20\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot provide an answer without a picture. Please upload the image so I can assist you better."
181,1354.tif,0,18,23,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}']","['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": 5
}"
182,1369.tif,2,23,11,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '```json\n[7]\n```', '{\n  ""ecDNA"": 27\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA you are referring to."
183,137.tif,0,1,3,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 49\n}', '```json\n[6]\n```']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA you are referring to."
184,1370.tif,0,3,1,"['{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 1\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 123\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA in the image."
185,1373.tif,0,35,14,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 5}', '{\n""ecDNA"": 5\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": 50
}"
186,1374.tif,0,16,6,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 10\n}\n```']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": 5
}"
187,1376.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 0\n}', '```json\n[5]\n```']","['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""units"": ""cells""\n  }\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","{
""ecDNA"": 3
}"
188,1377.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '```json\n[8]\n```', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"":2}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": 10
}"
189,138.tif,0,3,7,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '```json\n[2]\n```']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the ecDNA in the image."
190,1380.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 7\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 2}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": {
    ""count"": 1
  }
}"
191,1381.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","{
  ""ecDNA"": 5
}"
192,1389.tif,0,30,5,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 10\n}', '```json\n[16]\n```', '{\n  ""ecDNA"": 12\n}']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 5}', '{""ecDNA"": 2}', '{\n""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","```json
{
  ""ecDNA"": 1
}
```"
193,1390.tif,0,21,11,"['{\n  ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 14\n}']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 5}', '{""ecDNA"": 2}', '{""ecDNA"": 0}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA you are referring to."
194,1393.tif,0,15,6,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '```json\n[1]\n```', '```json\n[1]\n```']","['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the number of ecDNA in the image."
195,1394.tif,0,15,9,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 1\n}\n```']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","{
""ecDNA"": 3
}"
196,14.tif,0,8,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 1\n}', '```json\n[5]\n```']","['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 5}', '{""ecDNA"": 2}', '```json\n{\n""ecDNA"": 3\n}\n```']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']","```json
{
  ""ecDNA"": 2
}
```"
197,1405.tif,0,7,12,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 40\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 16\n}']","['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}']","['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']","I'm sorry, but I cannot determine the number of ecDNA in the image as it is not provided. Please provide more information about the image or the number of ecDNA you are referring to."
